No,연번,브랜드명,사업장명,대표자명,업종(중분류),업종(소분류),주소,경도,위도,상태
81,4781,이노비즈,주식회사 카프,송태웅,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",세종특별자치시   한누리대로 237 (나성동) 205호,127.258029042131,36.4855709354104,정좌표
82,4782,이노비즈,(주)제윤,윤태원,출판업,소프트웨어 개발 및 공급업,"대구광역시 달서구  성서공단로11길 62 (호산동, 대구융합R&D센터) 1035호",128.489697558109,35.8404002476863,정좌표
83,4783,이노비즈,신우코스텍(주),변우홍,전기장비 제조업,기타 전기장비 제조업,경기도 시흥시 공단1대로79번길 37 ,126.71585807037,37.3484792545205,정좌표
84,4784,이노비즈,코스모아이앤디(주),신영석,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,세종  전의면 음담말길 12 ,127.189099237741,36.6504599041349,정좌표
85,4785,이노비즈,주식회사 지엔티시스템즈,최병철,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경기도 안산시 상록구  이동공원로 47-0 (이동),126.849826938453,37.3094742775082,정좌표
86,4786,이노비즈,(주)나눔테크,최무진,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,"광주 북구 첨단벤처소로 57 (월출동, (주)나눔테크)",126.864902723427,35.2350343643682,정좌표
87,4787,이노비즈,(주)코인텍,용석호,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 광주시 초월읍 하오개길 38 ,127.32555547632,37.3760351404021,정좌표
88,4788,이노비즈,(주)크린어스,유영환,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,경기 용인시 기흥구 흥덕중앙로 120 유타워 2606호 (영덕동),127.080097475508,37.2748900289897,정좌표
89,4789,이노비즈,(주)디와이티,김영건,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,"경기 안산시 단원구 산단로 283 (원시동, (주)퓨렉스)",126.78646185273,37.3203244573358,정좌표
90,4790,이노비즈,주식회사정진멀티테크놀로지,양송렬,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인천 부평구 청천마차로 216 (청천동),126.715124304889,37.5232717513595,정좌표
91,4791,이노비즈,한일전기(주),오세용,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",부산 사상구 모덕로96번길 89 (덕포동),128.985766972723,35.1767696575009,정좌표
92,4792,이노비즈,(주)포코엔지니어링,김귀동,기타 운송장비 제조업,선박 및 보트 건조업,부산 사하구 감천항로405번길 21 (구평동),128.996802602464,35.0570821350639,정좌표
93,4793,이노비즈,백산산업(주),이순남,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경북 영천시 대창면 선진길 187 ((주)백산),128.872713317985,35.8832365990753,정좌표
94,4794,이노비즈,한일정밀주조(주),이경선,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,인천 남동구 아암대로 1099 148/2 (고잔동),126.690537295709,37.3867045078057,정좌표
95,4795,이노비즈,(주)선진알미늄,이윤태,1차 금속 제조업,1차 비철금속 제조업,광주광역시 광산구  진곡산단4번로 45 (진곡동),126.786525563304,35.2057043218688,정좌표
96,4796,이노비즈,주식회사 거원,임윤채,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,광주 광산구 동곡상선길 80 (복룡동),126.781242430025,35.1189941322183,정좌표
97,4797,이노비즈,(주)삼은통신,강원영,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,경기 김포시 대곶면 대곶남로401번길 9 ,126.591377934187,37.6291555602249,정좌표
98,4798,이노비즈,케이엠피 주식회사,"이동욱,신영철",인쇄 및 기록매체 복제업,인쇄 및 인쇄관련 산업,충남 아산시 둔포면 해위안길 108 ,127.028521846307,36.8956030022665,정좌표
99,4799,이노비즈,(주)윤택이엔지,유원석,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,서울 강남구 테헤란로108길 22 (대치동),127.065933633242,37.5079462401109,정좌표
100,4800,이노비즈,창해산업(주),이현창,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,부산 사상구 괘감로 20 (감전동),128.976827394531,35.1588060818658,정좌표
1,4801,이노비즈,주식회사 파인텍,강원일,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,서울특별시 마포구 마포대로 38 2층 202호,126.946661229109,37.5394265286513,정좌표
2,4802,이노비즈,(주)성화에스티,이경섭,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경기 화성시 마도면 금당북길 12-17 ,126.748885894204,37.1913271560707,정좌표
3,4803,이노비즈,이든비즈텍(주),강명호,출판업,소프트웨어 개발 및 공급업,"서울특별시 영등포구  선유로49길 23 (양평동4가, 선유도역2차아이에스비즈타워) 409호",126.895059403088,37.5361866568348,정좌표
4,4804,이노비즈,주식회사 거성,이승기,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 화성시 중리북길 49 (중동),127.120763016264,37.2187146648891,정좌표
5,4805,이노비즈,(주)조은이엔티,김석조,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경상남도 김해시 진례면 테크노밸리로 193-23 (진례면),128.771010019452,35.2805116093755,정좌표
6,4806,이노비즈,주식회사동환시스템,김용희,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경남 창원시 성산구 완암로 50 넥스 910 (성산동),128.663752901044,35.2056240829844,정좌표
7,4807,이노비즈,주식회사 알파아이엔씨,이상민,출판업,소프트웨어 개발 및 공급업,대전 대덕구 오정로78번길 114 2층 (오정동),127.414411920847,36.3563291264966,정좌표
8,4808,이노비즈,(주)아이티에프,권희두,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,"경기 부천시  삼작로 22 102동 901호(삼정동, 부천테크노파크)",126.763194081028,37.5196955587176,정좌표
9,4809,이노비즈,(주)온앤온정보시스템,김종찬,출판업,소프트웨어 개발 및 공급업,서울 강동구 천호대로 1095 현대타워아파트 상가 301호 (천호동),127.134001430605,37.5360816458374,정좌표
10,4810,이노비즈,주식회사휴네시온,정동섭,출판업,소프트웨어 개발 및 공급업,서울특별시 강남구 학동로97길 20 2층,127.055518057845,37.5211472744524,정좌표
11,4811,이노비즈,삼풍전기(주),"박상기,김갑수",전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","인천 남동구 호구포로74번길 141 (고잔동, 남동공단 164블럭 5로트)",126.708921673828,37.3889313511066,정좌표
12,4812,이노비즈,(주)재원산업기계,백승태,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,인천광역시 서구  북항로178번길 68-5 (원창동),126.628903318138,37.5129744673062,정좌표
13,4813,이노비즈,(주)언맨드솔루션,문희창,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,"서울 마포구 성암로 330 C동 4층 423호 (상암동, DMC첨단산업센터)",126.885894725655,37.5847263008443,정좌표
14,4814,이노비즈,(주)대영파워펌프,송경희,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 화성시 마도면 마도로 421-13 ,126.749983752964,37.1910388151999,정좌표
15,4815,이노비즈,(주)에이피에스,진남섭,의료용 물질 및 의약품 제조업,의약품 제조업,충북 옥천군 이원면 미동1길 207-30 (공장),127.633600479989,36.2261779396368,정좌표
16,4816,이노비즈,(주)미래컴,김재준,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 화성시 장안면 석포로108번길 40 외 2필지,126.844188350264,37.1405492144398,정좌표
17,4817,이노비즈,(주)남영기계,백남헌,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 시흥시 공단1대로196번길 141 시화공단 2마507-3 (정왕동),126.714297916052,37.3284269682002,정좌표
18,4818,이노비즈,엠에스파이프(주),박중호,1차 금속 제조업,1차 철강 제조업,경북 포항시 남구 오천읍 송덕로212번길 65 (MS파이프(주)),129.386880048831,35.9485731903267,정좌표
19,4819,이노비즈,(주)테스,신석훈,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,경남 창원시 성산구 창원대로1144번길 36 (성주동),128.705657740466,35.1935028081405,정좌표
20,4820,이노비즈,삼현도금(주),배봉준,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,인천 서구 원창로64번길 46 (원창동),126.652137533327,37.5173461231696,정좌표
21,4821,이노비즈,(주)한양씨앤씨,"강준철,김형관(각자대표)","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,"경기 고양시 덕양구 통일로 140 (동산동)B동 B136,B137,B138호",126.902166048033,37.6491291803756,정좌표
22,4822,이노비즈,(주)유니콘시스템,김광민,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"경기도 안산시 단원구  강촌로139번길 72 (성곡동, 반월공단21블럭13롯트)",126.76895921142,37.3213207185693,정좌표
23,4823,이노비즈,(주)대성아이앤지,김창준,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경기도 화성시 향남읍 (향남읍) 구문천리 926-7,126.91181626941,37.0833493369139,정좌표
24,4824,이노비즈,(주)피앤알,이용규,기타 제품 제조업,그 외 기타 제품 제조업,"인천광역시 남동구  남동동로 18 (고잔동, 남동공단158블럭9롯트)",126.692702197188,37.3876003871322,정좌표
25,4825,이노비즈,주식회사 디앤피파크,박갑세,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,"인천광역시 부평구  부평대로 301 (청천동, 남광센트렉스) 925호",126.720860203896,37.5187410110812,정좌표
26,4826,이노비즈,(주)씨케이아이피엠,강석주,소매업; 자동차 제외,종합 소매업,"서울 성동구 아차산로17길 49 1118호 (성수동2가, 생각공장데시앙플렉스)",127.065279155101,37.5467685594607,정좌표
27,4827,이노비즈,(주)남동인덱스,김성삼,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","인천 남동구 청능대로410번길 118 8호 (고잔동, 남동공단 100블럭 9롯트)",126.701021597981,37.3941478566077,정좌표
28,4828,이노비즈,성현사,박진수,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산 사상구 새벽로91번길 26 (학장동),128.980113070611,35.1499560789753,정좌표
29,4829,이노비즈,(주)에릭스,이오훈,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",전남 무안군 일로읍 봉명양장로 15-37 ((주)에릭스),126.501250189841,34.8817869647944,정좌표
30,4830,이노비즈,(유)전일환경,송기순,"폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업",전북 완주군 상관면 춘향로 4615-52 ,127.210908027507,35.7590048922622,정좌표
31,4831,이노비즈,하임테크(주),손영근,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 부천시  길주로 288 다운타운빌딩 605호 (중동),126.774234115057,37.5027160374385,정좌표
32,4832,이노비즈,우성밸브(주),오찬세,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산 강서구 녹산산단335로 46 B L (송정동),128.85462358831,35.0929574456318,정좌표
33,4833,이노비즈,(주)현대화이바,이영수,섬유제품 제조업; 의복제외,기타 섬유제품 제조업,대구 달서구 성서동로45길 10 (장동),128.514455157862,35.8412170751697,정좌표
34,4834,이노비즈,(주)성창,성흥경,고무 및 플라스틱제품 제조업,고무제품 제조업,부산 강서구 공항로791번길 46 (대저2동),128.955406619877,35.1762953197016,정좌표
35,4835,이노비즈,주식회사 청우이엔지,원성희,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,인천광역시 중구  축항대로290번길 50 (신흥동3가),126.624441516444,37.4443459881286,정좌표
36,4836,이노비즈,(주)성지기공,이호석,종합 건설업,건설업본사(소분류),인천광역시 남동구 선수촌공원로17번길 1 3층 307호 (테크노밸리A동),126.709647324001,37.4402290989923,정좌표
37,4837,이노비즈,(주)가우아이앤씨,이상화,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 포천시 가산면 정금로 465 ,127.202939341192,37.8275294723641,정좌표
38,4838,이노비즈,(주)에스엔에프,조영동,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 평택시 서탄면 수월암2길 59-18 (에스엔에프공장),127.030311783878,37.120336339948,정좌표
39,4839,이노비즈,(주)김스애드,김진희,기타 제품 제조업,그 외 기타 제품 제조업,서울특별시 중랑구  용마산로 474 (망우동),127.099201219629,37.5933429929598,정좌표
40,4840,이노비즈,(주)뉴컴,전진욱,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,서울특별시 송파구 법원로11길 7 7층 714호 (현대지식산업센터 씨동),127.11922632996,37.4853548008118,정좌표
41,4841,이노비즈,(주)대진텍,김진웅,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","대구광역시 달서구  달서대로 559 (신당동, 이앤씨이노비즈타워) 6층 608호",128.490908571327,35.8495243943628,정좌표
42,4842,이노비즈,(주)센벡스,이창남,연구개발업,자연과학 및 공학 연구개발업,"서울 영등포구 버드나루로19길 6 204호 (당산동, 센스빌딩)",126.907312185933,37.5286537507511,정좌표
43,4843,이노비즈,주식회사 시흥금속,이동균,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,광주 광산구 하남산단6번로 58-12 B L (오선동),126.801096970234,35.201233423701,정좌표
44,4844,이노비즈,주식회사센코어테크,이승환,도매 및 상품 중개업,"건축자재, 철물 및 난방장치 도매업",서울특별시 영등포구  버드나루로14가길 24 (당산동) 3층,126.909514829551,37.5275854179752,정좌표
45,4845,이노비즈,주식회사 코리아테크노브레인,이용선,1차 금속 제조업,1차 비철금속 제조업,인천 남동구 앵고개로697번길 40-3 (고잔동),126.715352168911,37.3906957961039,정좌표
46,4846,이노비즈,한발매스테크(주),이승원,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",경남 김해시 주촌면 골든루트로66번길 46 ,128.835366561174,35.212260540485,정좌표
47,4847,이노비즈,(주)강원산업,반용오,기타 제품 제조업,운동 및 경기용구 제조업,경북 경산시 와촌면 용천길 57 (주강원산업),128.847738152654,35.9193631611194,정좌표
48,4848,이노비즈,(주)우진이엔피,허용제,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경북 구미시 산동면 첨단기업5로 77-28 (주)우진이엔피,128.440046079081,36.1495777865609,정좌표
49,4849,이노비즈,주식회사 태영엔지니어링,박영용,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경상남도 창원시 의창구 평산로8번길 38 ,128.617215431757,35.243095694203,정좌표
50,4850,이노비즈,(주)신라에프에이,이종만,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,광주 광산구 하남산단4번로 131-16 (장덕동),126.809417598376,35.1946762662546,정좌표
